,Category,Resume,city,job_title,company_name,location,summary,salary
1344,Joblisting,,Philadelphia,"Administration and Finance Officer, Genetics",University of Pennsylvania Health System,"Philadelphia, PA",Develop and provide access to statistically valid benchmarking data. The Department of Genetics is a basic science department in the PSOM that is focused on...,nothing_found
1345,Joblisting,,Philadelphia,Equity Investment Manager Research Analyst,Citi,"Wilmington, DE 19894","Possess analytical and communication skills to build and defend well supported investment opinions based on insights drawn from interviews, data analysis and...",nothing_found
1346,Joblisting,,Philadelphia,Postdoctoral Toxicologist,NMS Labs,"Willow Grove, PA","Data and Litigation Package review. Define and resolve problems, collect data, establish facts and draw valid conclusions....",nothing_found
1347,Joblisting,,Philadelphia,Senior Project Controls Specialist,Burns & McDonnell,"Conshohocken, PA 19428","+ Responsible for the development, implementation and management of a reporting data warehouse to produce valuable program controls reports and data for...",nothing_found
1348,Joblisting,,Philadelphia,Intermediate Tax Research Analyst Tax Research Center,"Vertex, Inc.","King of Prussia, PA",Analyze tax changes to determine how it impacts existing data. Obtain rate and jurisdictional data from state and local jurisdictions....,nothing_found
1349,Joblisting,,Philadelphia,Cloud Server Build Engineer,Linode,"Philadelphia, PA","This position will report to Linode’s Data Center Operations Manager. As Linode’s resident mad scientist of servers, you will focus on researching powerful new...",nothing_found
1350,Joblisting,,Philadelphia,"Associate Director, Process Development",Wuxi AppTec,"Philadelphia, PA",Establish and ensures adherence to data recording procedures to meet quality standards suitable for support of late clinical phase and commercial filings....,nothing_found
1351,Joblisting,,Philadelphia,Director Software Engineering (Search & Discovery),Elsevier,"Philadelphia, PA 19103 (Belmont area)",Expertise in data structures and practical application of data structures. Deep learning) to identify patterns in data....,nothing_found
1352,Joblisting,,Philadelphia,Landscape Archtitect,Jacobs,"Philadelphia, PA","Often works closely with architects, engineers, and scientists. Demonstrated ability to collect, organize, interpret, and present data in creative ways to team...",nothing_found
1353,Joblisting,,Philadelphia,Statistical Scientist,CSL Behring,"King of Prussia, PA","Support Biostatistics conduct in study data collection, data analysis, reporting, and submission preparation....",nothing_found
1354,Joblisting,,Philadelphia,Chemist / Engineer - Battery Formulation Job,Arkema Americas,"King of Prussia, PA","Proficiency with MS Office software, including analysis and charting of data. Work priorities and daily supervision will come from the Research Scientist...",nothing_found
1355,Joblisting,,Philadelphia,CONTRACT ADMINISTRATOR A,University of Pennsylvania,"Philadelphia, PA",You will work with scientists to gather scientific data that needs to be included in the agreements. The Gene Therapy Program (GTP) is entering a new era of...,nothing_found
1356,Joblisting,,Philadelphia,RESOURCE TECHNOLOGIST B,University of Pennsylvania,"Philadelphia, PA","Routine interaction with manufacturing technicians, quality control scientists, quality assurance personnel, and additional support staff is necessary....",nothing_found
1357,Joblisting,,Philadelphia,Manager Research Analyst - International Equity,SEI,"Oaks, PA","Detail oriented and ability to synthesis data and make deductive decisions. Due diligence will include data analysis, manager conference calls and on-site...",nothing_found
1358,Joblisting,,Philadelphia,Senior Quantitative Analyst (Strategy),OneMain Financial,"Wilmington, DE","SAS, SQL, CHAID, Python, and Open Source tools such as R is a plus) data query tools to build, test, evaluate, and maintain robust data analysis and reporting...",nothing_found
1359,Joblisting,,Philadelphia,Senior Manager- Design,"Resolvit, LLC","Philadelphia, PA","You will also self-organize and collaborate with a multi-disciplinary team that includes software engineers, machine learning engineers, data scientists, and...",nothing_found
1360,Joblisting,,Philadelphia,Research Scientist,Eli Lilly,"Philadelphia, PA",Mentor junior scientists within Analytical Development and Quality Control. Assists with document and data review and management....,nothing_found
1361,Joblisting,,Philadelphia,Data Scientist I,Children's Hospital of Philadelphia,"Philadelphia, PA 19146 (Point Breeze area)","Participate in activities such as data linkage, data quality assessment, statistical analyses and machine learning to interpret detailed clinical, environmental...",nothing_found
1362,Joblisting,,Philadelphia,Senior Electrical Engineer,Burns & McDonnell,"Conshohocken, PA 19428",+ May assess feasibility or soundness of proposed applications when data is insufficient or testing is advisable\....,nothing_found
1363,Joblisting,,Philadelphia,Product Development Technician,Lannett Company Inc,"Philadelphia, PA",Independently capture the generated data in a scientific format. Record in process data during product manufacturing and document in Batch Record....,nothing_found
1364,Joblisting,,Philadelphia,Bioinformatician,Nemours,"Wilmington, DE 19803",Perform analyses of NGS and related data using existing analysis programs and pipelines. The primary function of this position is to serve as a scientist and...,nothing_found
1365,Joblisting,,Philadelphia,Statistics Leader,GlaxoSmithKline,"Upper Providence, PA","Use of historical data / informative priors, adaptive designs, missing data, benefit-risk modelling, evidence synthesis)....",nothing_found
1366,Joblisting,,Philadelphia,Statistics Advisor,ExxonMobil,"Paulsboro, NJ","Experience or skills in data analytics, big data and / or advanced modeling. Able to communicate and collaborate with engineers and scientists to set up designs...",nothing_found
1367,Joblisting,,Philadelphia,Head of Safety Sciences,CSL Behring,"King of Prussia, PA","Signal Sciences, Data Mining, Safety Data Analysis and Medical Coding Science:. Global Scientific Excellence Leads and Clinical Safety Scientists,...",nothing_found
1368,Joblisting,,Philadelphia,Engineer Manager,Lockheed Martin,"King of Prussia, PA 19406","The candidate will also be expected to perform a role within the agile team(s) as either a product owner (PO), scrum master (SM), release train engineer (RTE)...",nothing_found
1369,Joblisting,,Philadelphia,Supv DBHi Data Scientist,Children's Hospital of Philadelphia,"Philadelphia, PA 19146 (Point Breeze area)","This may include, but is not limited to, efforts that provide feature extraction from unstructured data, information query and retrieval, data annotation and...",nothing_found
1370,Joblisting,,Philadelphia,Analytical Separations/Mass Spectrometrist (BS/MS),DuPont,"Wilmington, DE","In this position, the successful candidate will independently develop analytical methods, perform analyses, maintain instrumentation, interpret analytical data,...",nothing_found
1371,Joblisting,,Philadelphia,Senior Research Analyst - Wilmington Trust Investment Advisors,M&T Bank,"Wilmington, DE","Senior Research Analyst - Wilmington Trust Investment Advisors-3DGBC Description: Senior Research Analyst Wilmington Trust Investment Advisors Wilmington,...",nothing_found
1372,Joblisting,,Philadelphia,Senior Electrical Engineer,Burns & McDonnell,"Conshohocken, PA 19428",+ May assess feasibility or soundness of proposed applications when data is insufficient or testing is advisable\....,nothing_found
1373,Joblisting,,Philadelphia,POSTDOC CARDIOVASCULAR AND METABOLIC DISEASES,Johnson & Johnson Family of Companies,"Spring House, PA","Hand-on experience in LC/MS systems, computer-operating and data processing software are required. Perform data processing and calculate metabolic fluxes in...",nothing_found
1374,Joblisting,,Philadelphia,Statistics Leader,GlaxoSmithKline,"Upper Providence, PA","Use of historical data / informative priors, adaptive designs, missing data, benefit-risk modelling, evidence synthesis)....",nothing_found
1375,Joblisting,,Philadelphia,Big Data Software Engineer,KPMG,"Philadelphia, PA",Lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....,nothing_found
1376,Joblisting,,Philadelphia,Data Visualization Software Engineer,KPMG,"Philadelphia, PA","Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores, and preparing data for visualization....",nothing_found
1377,Joblisting,,Philadelphia,Global Regulatory Manager,FMC Corporation,"Philadelphia, PA 19103 (Belmont area)","Coordinate and identify data and studies required to support registrations. Strong written and verbal communication skills, including the ability to synthesize...",nothing_found
1378,Joblisting,,Philadelphia,Research Scientist,Wuxi AppTec,"Philadelphia, PA",Conducts critical review of results and interprets the data. Writes research and development reports and ensures all data are reported clearly and accurately....,nothing_found
1379,Joblisting,,Philadelphia,Research Scientist,Eli Lilly,"Philadelphia, PA",Mentor junior scientists within Analytical Development and Quality Control. Assists with document and data review and management....,nothing_found
